congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart
100,house,M000398,David,Keith,McCurdy,,1950-03-30,OK,D,Yes,1987-01-06
100,house,E000031,Dennis,Edward,Eckart,,1950-04-06,OH,D,Yes,1987-01-06
100,house,T000053,Thomas,Joseph,Tauke,,1950-10-11,IA,R,Yes,1987-01-06
100,house,S001139,Michael,Lynn,Synar,,1950-10-17,OK,D,Yes,1987-01-06
100,house,S001122,Patrick,Lynn,Swindall,,1950-10-18,GA,R,Yes,1987-01-06
100,house,S000148,Charles,E.,Schumer,,1950-11-23,NY,D,Yes,1987-01-06
100,house,S000779,Harley,Orrin,Staggers,Jr.,1951-02-22,WV,D,Yes,1987-01-06
100,house,G000524,Steven,Craig,Gunderson,,1951-05-10,WI,R,Yes,1987-01-06
100,house,E000250,Lane,A.,Evans,,1951-08-04,IL,D,Yes,1987-01-06
100,house,T000317,Robert,,Torricelli,,1951-08-27,NJ,D,Yes,1987-01-06
100,house,W000326,Alan,Dupree,Wheat,,1951-10-16,MO,D,Yes,1987-01-06
100,house,P000034,Frank,J.,Pallone,Jr.,1951-10-30,NJ,D,No,1987-01-06
100,house,P000215,Timothy,Joseph,Penny,,1951-11-19,MN,D,Yes,1987-01-06
100,house,J000265,James,Prather,Jontz,,1951-12-18,IN,D,No,1987-01-06
100,house,F000111,Jack,Milton,Fields,Jr.,1952-02-03,TX,R,Yes,1987-01-06
100,house,K000016,John,R.,Kasich,,1952-05-13,OH,R,Yes,1987-01-06
100,house,M000573,Charles,Thomas,McMillen,,1952-05-26,MD,D,No,1987-01-06
100,house,D000492,David,T.,Dreier,,1952-07-05,CA,R,Yes,1987-01-06
100,house,W000237,John,Vincent,Weber,,1952-07-24,MN,R,Yes,1987-01-06
100,house,K000110,Joseph,Patrick,Kennedy,II,1952-09-24,MA,D,No,1987-01-06
100,house,S000522,Christopher,H.,Smith,,1953-03-04,NJ,R,Yes,1987-01-06
100,house,U000031,Fred,Stephen,Upton,,1953-04-23,MI,R,No,1987-01-06
100,house,H000586,John,Patrick,Hiler,,1953-04-24,IN,R,Yes,1987-01-06
100,house,S000143,Bill,,Schuette,,1953-10-13,MI,R,Yes,1987-01-06
100,house,E000218,Albert,Michael,Espy,,1953-11-30,MS,D,No,1987-01-06
100,house,C000754,Jim,,Cooper,,1954-06-19,TN,D,Yes,1987-01-06
100,house,P000229,Carl,Christopher,Perkins,,1954-08-06,KY,D,Yes,1987-01-06
100,house,S001101,David,McCann,Sweeney,,1955-09-15,TX,R,Yes,1987-01-06
100,house,R000482,John,,Rowland,,1957-05-24,CT,R,Yes,1987-01-06
100,senate,S000852,John,Cornelius,Stennis,,1901-08-03,MS,D,Yes,1987-01-06
100,senate,T000254,J.,Strom,Thurmond,,1902-12-05,SC,R,Yes,1987-01-06
100,senate,B001077,Quentin,Northrup,Burdick,,1908-06-19,ND,D,Yes,1987-01-06
100,senate,S000776,Robert,Theodore,Stafford,,1913-08-08,VT,R,Yes,1987-01-06
100,senate,C000877,Alan,,Cranston,,1914-06-19,CA,D,Yes,1987-01-06
100,senate,P000553,William,,Proxmire,,1915-11-11,WI,D,Yes,1987-01-06
100,senate,M000250,Spark,Masayuki,Matsunaga,,1916-10-08,HI,D,Yes,1987-01-06
100,senate,M000678,Howard,Morton,Metzenbaum,,1917-06-04,OH,D,Yes,1987-01-06
100,senate,S000055,James,Terry,Sanford,,1917-08-20,NC,D,No,1987-01-06
100,senate,B001210,Robert,C.,Byrd,,1917-11-20,WV,D,Yes,1987-01-06
100,senate,P000193,Claiborne,de Borda,Pell,,1918-11-22,RI,D,Yes,1987-01-06
100,senate,B000401,Lloyd,Millard,Bentsen,Jr.,1921-02-11,TX,D,Yes,1987-01-06
100,senate,H000445,Howell,Thomas,Heflin,,1921-06-19,AL,D,Yes,1987-01-06
100,senate,G000236,John,Herschel,Glenn,Jr.,1921-07-18,OH,D,Yes,1987-01-06
100,senate,R000460,William,V.,Roth,Jr.,1921-07-22,DE,R,Yes,1987-01-06
100,senate,E000284,J.,James,Exon,,1921-08-09,NE,D,Yes,1987-01-06
100,senate,H000463,Jesse,,Helms,,1921-10-18,NC,R,Yes,1987-01-06
100,senate,H000725,Ernest,F.,Hollings,,1922-01-01,SC,D,Yes,1987-01-06
100,senate,H000343,Mark,Odom,Hatfield,,1922-07-12,OR,R,Yes,1987-01-06
100,senate,C000269,John,Hubbard,Chafee,,1922-10-22,RI,R,Yes,1987-01-06
100,senate,D000401,Robert,Joseph,Dole,,1923-07-22,KS,R,Yes,1987-01-06
100,senate,S000888,Ted,F.,Stevens,,1923-11-18,AK,R,Yes,1987-01-06
100,senate,L000123,Frank,R.,Lautenberg,,1924-01-23,NJ,D,Yes,1987-01-06
100,senate,M000635,John,,Melcher,,1924-09-06,MT,D,Yes,1987-01-06
100,senate,I000025,Daniel,K.,Inouye,,1924-09-07,HI,D,Yes,1987-01-06
100,senate,F000268,Wendell,Hampton,Ford,,1924-09-08,KY,D,Yes,1987-01-06
100,senate,M000346,James,Albertus,McClure,,1924-12-27,ID,R,Yes,1987-01-06
100,senate,B001057,Dale,,Bumpers,,1925-08-12,AR,D,Yes,1987-01-06
100,senate,E000236,Daniel,Jackson,Evans,,1925-10-16,WA,R,Yes,1987-01-06
100,senate,A000031,Brockman,,Adams,,1927-01-13,WA,D,No,1987-01-06
100,senate,W000154,John,W.,Warner,,1927-02-18,VA,R,Yes,1987-01-06
100,senate,M001054,Daniel,Patrick,Moynihan,,1927-03-16,NY,D,Yes,1987-01-06
100,senate,D000366,Alan,John,Dixon,,1927-07-07,IL,D,Yes,1987-01-06
100,senate,Z000013,Edward,,Zorinsky,,1928-11-11,NE,D,Yes,1987-01-06
100,senate,S000423,Paul,Martin,Simon,,1928-11-29,IL,D,Yes,1987-01-06
100,senate,H000439,Jacob,Chic,Hecht,,1928-11-30,NV,R,Yes,1987-01-06
100,senate,S000709,Arlen,,Specter,,1930-02-12,PA,R,Yes,1987-01-06
100,senate,C000356,Lawton,Mainor,Chiles,Jr.,1930-04-03,FL,D,Yes,1987-01-06
100,senate,R000497,Warren,Bruce,Rudman,,1930-05-18,NH,R,Yes,1987-01-06
100,senate,B000647,Rudolph,Eli,Boschwitz,,1930-11-07,MN,R,Yes,1987-01-06
100,senate,W000253,Lowell,Palmer,Weicker,Jr.,1931-05-16,CT,R,Yes,1987-01-06
100,senate,S000429,Alan,Kooi,Simpson,,1931-09-02,WY,R,Yes,1987-01-06
100,senate,K000105,Edward,M.,Kennedy,,1932-02-22,MA,D,Yes,1987-01-06
100,senate,L000504,Richard,G.,Lugar,,1932-04-04,IN,R,Yes,1987-01-06
100,senate,D000407,Pete,V.,Domenici,,1932-05-07,NM,R,Yes,1987-01-06
100,senate,J000189,John,Bennett,Johnston,Jr.,1932-06-10,LA,D,Yes,1987-01-06
100,senate,K000017,Nancy,Landon,Kassebaum,,1932-07-29,KS,R,Yes,1987-01-06
100,senate,P000009,Robert,William,Packwood,,1932-09-11,OR,R,Yes,1987-01-06
100,senate,G000072,Edwin,Jacob,Garn,,1932-10-12,UT,R,Yes,1987-01-06
100,senate,S000064,Paul,S.,Sarbanes,,1933-02-03,MD,D,Yes,1987-01-06
100,senate,W000092,Malcolm,,Wallop,,1933-02-27,WY,R,Yes,1987-01-06
100,senate,M001085,Frank,H.,Murkowski,,1933-03-28,AK,R,Yes,1987-01-06
100,senate,M000811,George,John,Mitchell,,1933-08-20,ME,D,Yes,1987-01-06
100,senate,W000607,Pete,,Wilson,,1933-08-23,CA,R,Yes,1987-01-06
100,senate,G000386,Charles,E.,Grassley,,1933-09-17,IA,R,Yes,1987-01-06
100,senate,H000338,Orrin,G.,Hatch,,1934-03-22,UT,R,Yes,1987-01-06
100,senate,S000320,Richard,C.,Shelby,,1934-05-06,AL,D,Yes,1987-01-06
100,senate,L000261,Carl,,Levin,,1934-06-28,MI,D,Yes,1987-01-06
100,senate,D000566,David,Ferdinand,Durenberger,,1934-08-19,MN,R,Yes,1987-01-06
100,senate,P000556,David,Hampton,Pryor,,1934-08-29,AR,D,Yes,1987-01-06
100,senate,M000702,Barbara,A.,Mikulski,,1936-07-20,MD,D,Yes,1987-01-06
100,senate,M000303,John,S.,McCain,,1936-08-29,AZ,R,Yes,1987-01-06
100,senate,D000030,John,Claggett,Danforth,,1936-09-05,MO,R,Yes,1987-01-06
100,senate,S000068,James,Ralph,Sasser,,1936-09-30,TN,D,Yes,1987-01-06
100,senate,G000352,Bob,,Graham,,1936-11-09,FL,D,No,1987-01-06
100,senate,A000219,William,Lester,Armstrong,,1937-03-16,CO,R,Yes,1987-01-06
100,senate,D000185,Dennis,Webster,DeConcini,,1937-05-08,AZ,D,Yes,1987-01-06
100,senate,R000361,John,D.,Rockefeller,IV,1937-06-18,WV,D,Yes,1987-01-06
100,senate,D000018,Alfonse,Marcello,D'Amato,,1937-08-01,NY,R,Yes,1987-01-06
100,senate,C000567,Thad,,Cochran,,1937-12-07,MS,R,Yes,1987-01-06
100,senate,R000249,Donald,Wayne,Riegle,Jr.,1938-02-04,MI,D,Yes,1987-01-06
100,senate,S001138,Steven,Douglas,Symms,,1938-04-23,ID,R,Yes,1987-01-06
100,senate,N000171,Samuel,Augustus,Nunn,,1938-09-08,GA,D,Yes,1987-01-06
100,senate,H000456,Henry,John,Heinz,III,1938-10-23,PA,R,Yes,1987-01-06
100,senate,B000611,Christopher,S.,Bond,,1939-03-06,MO,R,No,1987-01-06
100,senate,W000647,Timothy,E.,Wirth,,1939-09-22,CO,D,Yes,1987-01-06
100,senate,H000206,Thomas,,Harkin,,1939-11-19,IA,D,Yes,1987-01-06
100,senate,R000146,Harry,M.,Reid,,1939-12-02,NV,D,Yes,1987-01-06
100,senate,L000174,Patrick,J.,Leahy,,1940-03-31,VT,D,Yes,1987-01-06
100,senate,C000598,William,Sebastian,Cohen,,1940-08-28,ME,R,Yes,1987-01-06
100,senate,F000329,Wyche,,Fowler,Jr.,1940-10-06,GA,D,Yes,1987-01-06
100,senate,H000951,Gordon,John,Humphrey,,1940-10-09,NH,R,Yes,1987-01-06
100,senate,B000639,David,Lyle,Boren,,1941-04-21,OK,D,Yes,1987-01-06
100,senate,B000243,Max,S.,Baucus,,1941-12-11,MT,D,Yes,1987-01-06
100,senate,M000355,Mitch,,McConnell,,1942-02-20,KY,R,Yes,1987-01-06
100,senate,P000513,Larry,Lee,Pressler,,1942-03-29,SD,R,Yes,1987-01-06
100,senate,K000019,Robert,Walter,Kasten,Jr.,1942-06-19,WI,R,Yes,1987-01-06
100,senate,G000365,Phil,,Gramm,,1942-07-08,TX,R,Yes,1987-01-06
100,senate,B000444,Joseph,R.,Biden,Jr.,1942-11-20,DE,D,Yes,1987-01-06
100,senate,B001225,William,Warren,Bradley,,1943-07-28,NJ,D,Yes,1987-01-06
100,senate,B000468,Jeff,,Bingaman,,1943-10-03,MT,D,Yes,1987-01-06
100,senate,K000148,John,Forbes,Kerry,,1943-12-11,MA,D,Yes,1987-01-06
100,senate,B000780,John,B.,Breaux,,1944-03-01,LA,D,Yes,1987-01-06
100,senate,D000388,Christopher,J.,Dodd,,1944-05-27,CT,D,Yes,1987-01-06
100,senate,T000367,Paul,Seward,Trible,Jr.,1946-12-29,VA,R,Yes,1987-01-06
100,senate,Q000007,James,Danforth,Quayle,,1947-02-04,IN,R,Yes,1987-01-06
100,senate,D000064,Thomas,A.,Daschle,,1947-12-09,SD,D,Yes,1987-01-06
100,senate,C000705,Kent,Kent,Conrad,,1948-03-12,ND,D,No,1987-01-06
100,senate,G000321,Albert,Arnold,Gore,Jr.,1948-03-31,TN,D,Yes,1987-01-06
100,senate,N000102,Don,,Nickles,,1948-12-06,OK,R,Yes,1987-01-06
100,senate,K000011,David,Kemp,Karnes,,1948-12-12,NE,R,No,1987-01-06
101,house,P000218,Claude,Denson,Pepper,,1900-09-08,FL,D,Yes,1989-01-03
101,house,H000367,Augustus,Freeman,Hawkins,,1907-08-31,CA,D,Yes,1989-01-03
101,house,C000919,George,William,Crockett,Jr.,1909-08-10,MI,D,Yes,1989-01-03
101,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,Yes,1989-01-03
101,house,N000009,William,Huston,Natcher,,1909-09-11,KY,D,Yes,1989-01-03
101,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1989-01-03
101,house,B000371,Charles,Edward,Bennett,,1910-12-02,FL,D,Yes,1989-01-03
101,house,S000622,Virginia,Dodd,Smith,,1911-06-30,NE,R,Yes,1989-01-03
101,house,A000189,Glenn,Malcolm,Anderson,,1913-02-21,CA,D,Yes,1989-01-03
101,house,J000256,Walter,Beaman,Jones,Sr.,1913-08-19,NC,D,Yes,1989-01-03
101,house,L000226,William,,Lehman,,1913-10-05,FL,D,Yes,1989-01-03
101,house,P000328,James,Jarrell,Pickle,,1913-10-11,TX,D,Yes,1989-01-03
101,house,E000064,William,Donlon,Edwards,,1915-01-06,CA,D,Yes,1989-01-03
101,house,A000212,Frank,,Annunzio,,1915-01-12,IL,D,Yes,1989-01-03
101,house,Q000013,James,Henry,Quillen,,1916-01-11,TN,R,Yes,1989-01-03
101,house,R000485,Edward,Ross,Roybal,,1916-02-10,CA,D,Yes,1989-01-03
101,house,B000592,Corinne,Claiborne,Boggs,,1916-03-13,LA,D,Yes,1989-01-03
101,house,G000272,Henry,Barbosa,González,,1916-05-03,TX,D,Yes,1989-01-03
101,house,F000041,Dante,Bruno,Fascell,,1917-03-09,FL,D,Yes,1989-01-03
101,house,C000462,James,McClure,Clarke,,1917-06-12,NC,D,Yes,1989-01-03
101,house,M000718,Clarence,E.,Miller,,1917-11-01,OH,R,Yes,1989-01-03
101,house,H000388,Charles,Arthur,Hayes,,1918-02-17,IL,D,Yes,1989-01-03
101,house,H000797,Frank,Jefferson,Horton,,1919-12-12,NY,R,Yes,1989-01-03
101,house,G000153,Sam,Melville,Gibbons,,1920-01-20,FL,D,Yes,1989-01-03
101,house,S000124,James,Haas,Scheuer,,1920-02-06,NY,D,Yes,1989-01-03
101,house,O000069,James,R.,Olin,,1920-02-28,VA,D,Yes,1989-01-03
101,house,B000918,George,E.,Brown,Jr.,1920-03-06,CA,D,Yes,1989-01-03
101,house,S000596,Neal,Edward,Smith,,1920-03-23,IA,D,Yes,1989-01-03
101,house,M000865,Gillespie,V.,Montgomery,,1920-08-05,MS,D,Yes,1989-01-03
101,house,W000781,Chalmers,Pangburn,Wylie,,1920-11-23,OH,R,Yes,1989-01-03
101,house,D000586,Bernard,James,Dwyer,,1921-01-24,NJ,D,Yes,1989-01-03
101,house,B000431,Tom,,Bevill,,1921-03-27,AL,D,Yes,1989-01-03
101,house,V000124,Barbara,Farrell,Vucanovich,,1921-06-22,NV,R,Yes,1989-01-03
101,house,C000709,Silvio,Ottavio,Conte,,1921-11-09,MA,R,Yes,1989-01-03
101,house,B000153,Druie,Douglas,Barnard,Jr.,1922-03-20,GA,D,Yes,1989-01-03
101,house,B000890,William,S.,Broomfield,,1922-04-28,MI,R,Yes,1989-01-03
101,house,H000124,John,Paul,Hammerschmidt,,1922-05-04,AR,R,Yes,1989-01-03
101,house,M000926,Carlos,John,Moorhead,,1922-05-06,CA,R,Yes,1989-01-03
101,house,U000001,Morris,King,Udall,,1922-06-15,AZ,D,Yes,1989-01-03
101,house,G000212,Benjamin,,Gilman,,1922-12-06,NY,R,Yes,1989-01-03
101,house,B000880,Jack,Bascom,Brooks,,1922-12-18,TX,D,Yes,1989-01-03
101,house,W000763,James,Claude,Wright,Jr.,1922-12-22,TX,D,Yes,1989-01-03
101,house,M000692,Robert,Henry,Michel,,1923-03-02,IL,R,Yes,1989-01-03
101,house,H000067,Ralph,M.,Hall,,1923-05-03,TX,D,Yes,1989-01-03
101,house,B000392,Helen,Delich,Bentley,,1923-11-28,MD,R,Yes,1989-01-03
101,house,K000020,Robert,William,Kastenmeier,,1924-01-24,WI,D,Yes,1989-01-03
101,house,R000383,Robert,A.,Roe,,1924-02-28,NJ,D,Yes,1989-01-03
101,house,H001022,Henry,John,Hyde,,1924-04-18,IL,R,Yes,1989-01-03
101,house,G000511,Frank,Joseph,Guarini,Jr.,1924-08-20,NJ,D,Yes,1989-01-03
101,house,A000069,Daniel,Kahikina,Akaka,,1924-09-11,HI,D,Yes,1989-01-03
101,house,N000106,Howard,Curtis,Nielson,,1924-09-12,UT,R,Yes,1989-01-03
101,house,L000295,Thomas,F.,Lewis,,1924-10-26,FL,R,Yes,1989-01-03
101,house,R000141,Ralph,,Regula,,1924-12-03,OH,R,Yes,1989-01-03
101,house,S000948,Louis,,Stokes,,1925-02-23,OH,D,Yes,1989-01-03
101,house,S000479,Daniel,French,Slaughter,Jr.,1925-05-20,VA,R,Yes,1989-01-03
101,house,D000326,William,Louis,Dickinson,,1925-06-05,AL,R,Yes,1989-01-03
101,house,L000508,Thomas,Andrew,Luken,,1925-07-09,OH,D,Yes,1989-01-03
101,house,S000081,Gus,,Savage,,1925-10-30,IL,D,Yes,1989-01-03
101,house,R000481,James,Roy,Rowland,Jr.,1926-02-03,GA,D,Yes,1989-01-03
101,house,V000006,Itimous,Thaddeus, Valentine, Jr.,1926-03-15,NC,D,Yes,1989-01-03
101,house,D000592,Mervyn,Malcolm,Dymally,,1926-05-12,CA,D,Yes,1989-01-03
101,house,H001018,Earl,Dewitt,Hutto,,1926-05-12,FL,D,Yes,1989-01-03
101,house,F000141,Hamilton,,Fish,Jr.,1926-06-03,NY,R,Yes,1989-01-03
101,house,G000105,Joseph,Matthew,Gaydos,,1926-07-03,PA,D,Yes,1989-01-03
101,house,D000355,John,D.,Dingell,,1926-07-08,MI,D,Yes,1989-01-03
101,house,H000814,Amory,,Houghton,Jr.,1926-08-07,NY,R,Yes,1989-01-03
101,house,K000307,Joseph,Paul,Kolter,,1926-09-03,PA,D,Yes,1989-01-03
101,house,L000020,Robert,John,Lagomarsino,,1926-09-04,CA,R,Yes,1989-01-03
101,house,B000104,Cass,,Ballenger,,1926-12-06,NC,R,Yes,1989-01-03
101,house,R000080,Richard,Belmont,Ray,,1927-02-02,GA,D,Yes,1989-01-03
101,house,M001130,John,Thomas,Myers,,1927-02-08,IN,R,Yes,1989-01-03
101,house,R000072,Arthur,,Ravenel,Jr.,1927-03-29,SC,R,Yes,1989-01-03
101,house,S001044,Robert,,Stump,,1927-04-04,AZ,R,Yes,1989-01-03
101,house,M000834,John,Joseph,Moakley,,1927-04-27,MA,D,Yes,1989-01-03
101,house,S000453,Norman,,Sisisky,,1927-06-09,VA,D,Yes,1989-01-03
101,house,M001088,Austin,John,Murphy,,1927-06-17,PA,D,Yes,1989-01-03
101,house,S000463,Joseph,,Skeen,,1927-06-30,NM,R,Yes,1989-01-03
101,house,M000306,Alfred,A.,McCandless,,1927-07-23,CA,R,Yes,1989-01-03
101,house,F000270,William,David,Ford,,1927-08-06,MI,D,Yes,1989-01-03
101,house,W000258,Theodore,S.,Weiss,,1927-09-17,NY,D,Yes,1989-01-03
101,house,D000203,Eligio,II,de la Garza,,1927-09-22,TX,D,Yes,1989-01-03
101,house,Y000014,Gus,,Yatron,,1927-10-16,PA,D,Yes,1989-01-03
101,house,G000291,William,F.,Goodling,,1927-12-05,PA,R,Yes,1989-01-03
101,house,M000797,Patsy,Takemoto,Mink,,1927-12-06,HI,D,No,1989-01-03
101,house,R000458,Daniel,David,Rostenkowski,,1928-01-02,IL,D,Yes,1989-01-03
101,house,L000090,Tom,,Lantos,,1928-02-01,CA,D,Yes,1989-01-03
101,house,A000215,Bill,,Archer,,1928-03-22,TX,R,Yes,1989-01-03
101,house,A000214,Douglas,Earl,Applegate,,1928-03-27,OH,D,Yes,1989-01-03
101,house,S000718,Floyd,,Spence,,1928-04-09,SC,R,Yes,1989-01-03
101,house,M000684,Jan,,Meyers,,1928-07-20,KS,R,Yes,1989-01-03
101,house,F000380,William,Eldridge,Frenzel,,1928-07-31,MN,R,Yes,1989-01-03
101,house,B000229,Herbert,H.,Bateman,,1928-08-07,VA,R,Yes,1989-01-03
101,house,M000842,Guy,Victor,Molinari,,1928-11-23,NY,R,Yes,1989-01-03
101,house,F000235,Thomas,Michael,Foglietta,,1928-12-03,PA,D,Yes,1989-01-03
101,house,G000349,Willis,David,Gradison,Jr.,1928-12-28,OH,R,Yes,1989-01-03
101,house,L000381,Marilyn,Laird,Lloyd,,1929-01-03,TN,D,Yes,1989-01-03
101,house,M000206,Matthew,G.,Martínez,,1929-02-14,CA,D,Yes,1989-01-03
101,house,F000239,Thomas,Stephen,Foley,,1929-03-06,WA,D,Yes,1989-01-03
101,house,F000049,Harris,W.,Fawell,,1929-03-25,IL,R,Yes,1989-01-03
101,house,C000523,William,Floyd,Clinger,Jr.,1929-04-04,PA,R,Yes,1989-01-03
101,house,C000807,Robert,Lawrence,Coughlin,,1929-04-11,PA,R,Yes,1989-01-03
101,house,C000714,John,,Conyers,Jr.,1929-05-16,MI,D,Yes,1989-01-03
101,house,S000146,Richard,Taylor,Schulze,,1929-08-07,PA,R,Yes,1989-01-03
101,house,S000480,Louise,McIntosh,Slaughter,,1929-08-14,NY,D,Yes,1989-01-03
101,house,P000080,Stanford,E.,Parris,,1929-09-09,VA,R,Yes,1989-01-03
101,house,H000151,Melton,D.,Hancock,,1929-09-14,MO,R,No,1989-01-03
101,house,K000172,Dale,E.,Kildee,,1929-09-16,MI,D,Yes,1989-01-03
101,house,R000465,Marge,,Roukema,,1929-09-19,NJ,R,Yes,1989-01-03
101,house,D000044,William,Edwin,Dannemeyer,,1929-09-22,CA,R,Yes,1989-01-03
101,house,G000417,Sedgwick,William,Green,,1929-10-16,NY,R,Yes,1989-01-03
101,house,M000264,Nicholas,James,Mavroules,,1929-11-01,MA,D,Yes,1989-01-03
101,house,T000316,Esteban,Edward,Torres,,1930-01-27,CA,D,Yes,1989-01-03
101,house,S000795,Arlan,Ingehart,Stangeland,,1930-02-08,MN,R,Yes,1989-01-03
101,house,H000448,Willie,Gathrel,Hefner,,1930-04-11,NC,D,Yes,1989-01-03
101,house,G000121,George,W.,Gekas,,1930-04-14,PA,R,Yes,1989-01-03
101,house,S000014,Patricia,Fukuda,Saiki,,1930-05-28,HI,R,Yes,1989-01-03
101,house,R000053,Charles,B.,Rangel,,1930-06-11,NY,D,Yes,1989-01-03
101,house,B000463,Michael,,Bilirakis,,1930-07-16,FL,R,Yes,1989-01-03
101,house,S000675,Gerald,Brooks Hunt,Solomon,,1930-08-14,NY,R,Yes,1989-01-03
101,house,I000029,Andrew,Poysell,Ireland,,1930-08-23,FL,R,Yes,1989-01-03
101,house,P000326,Owen,B.,Pickett,,1930-08-31,VA,D,Yes,1989-01-03
101,house,C000873,Philip,M.,Crane,,1930-11-03,IL,R,Yes,1989-01-03
101,house,Y000031,C.,W. Bill,Young,,1930-12-16,FL,R,Yes,1989-01-03
101,house,P000005,Ron,,Packard,,1931-01-19,CA,R,Yes,1989-01-03
101,house,L000509,Donald,Edgar,Lukens,,1931-02-11,OH,R,Yes,1989-01-03
101,house,M000941,Constance,,Morella,,1931-02-12,MD,R,Yes,1989-01-03
101,house,S000056,George,Edward,Sangmeister,,1931-02-16,IL,D,No,1989-01-03
101,house,C000556,Howard,,Coble,,1931-03-18,NC,R,Yes,1989-01-03
101,house,L000243,Norman,Frederick,Lent,,1931-03-23,NY,R,Yes,1989-01-03
101,house,V000112,Harold,Lee,Volkmer,,1931-04-04,MO,D,Yes,1989-01-03
101,house,H000114,Lee,Herbert,Hamilton,,1931-04-20,IN,D,Yes,1989-01-03
101,house,C000488,William,Lacy,Clay,Sr.,1931-04-30,MO,D,Yes,1989-01-03
101,house,L000180,James,Marvin,Leath,,1931-05-06,TX,D,Yes,1989-01-03
101,house,S000607,Robert,Freeman,Smith,,1931-06-16,OR,R,Yes,1989-01-03
101,house,T000356,Jerome,Bob,Traxler,,1931-07-21,MI,D,Yes,1989-01-03
101,house,V000027,Guy,Adrian,Vander Jagt,,1931-08-26,MI,R,Yes,1989-01-03
101,house,R000262,Matthew,John,Rinaldo,,1931-09-01,NJ,R,Yes,1989-01-03
101,house,L000263,Sander,M.,Levin,,1931-09-06,MI,D,Yes,1989-01-03
101,house,C000634,Cardiss,,Collins,,1931-09-24,IL,D,Yes,1989-01-03
101,house,P000170,Donald,James,Pease,,1931-09-26,OH,D,Yes,1989-01-03
101,house,M000399,Joseph,Michael,McDade,,1931-09-29,PA,R,Yes,1989-01-03
101,house,B001066,Jim,,Bunning,,1931-10-23,KY,R,Yes,1989-01-03
101,house,S000810,Fortney,H.,Stark,,1931-11-11,CA,D,Yes,1989-01-03
101,house,M000794,Norman,Yoshio,Mineta,,1931-11-12,CA,D,Yes,1989-01-03
101,house,J000187,Harry,A.,Johnston,II,1931-12-02,FL,D,No,1989-01-03
101,house,U000017,Jolene,,Unsoeld,,1931-12-03,WA,D,No,1989-01-03
101,house,S000465,Ike,,Skelton,,1931-12-20,MO,D,Yes,1989-01-03
101,house,S000394,Elmer,Greinert,Shuster,,1932-01-23,PA,R,Yes,1989-01-03
101,house,B000556,Tom,,Bliley,,1932-01-28,VA,R,Yes,1989-01-03
101,house,J000033,Andrew,,Jacobs,Jr.,1932-02-24,IN,D,Yes,1989-01-03
101,house,M000566,John,Alexander,McMillan,III,1932-05-09,NC,R,Yes,1989-01-03
101,house,M001120,John,P.,Murtha,,1932-06-17,PA,D,Yes,1989-01-03
101,house,B001220,Beverly,Barton Butcher,Byron,,1932-07-27,MD,D,Yes,1989-01-03
101,house,D000131,Robert,William,Davis,,1932-07-31,MI,R,Yes,1989-01-03
101,house,H000172,James,V.,Hansen,,1932-08-14,UT,R,Yes,1989-01-03
101,house,C000052,H.,L.,Callahan,,1932-09-11,AL,R,Yes,1989-01-03
101,house,H000930,William,John,Hughes,,1932-10-17,NJ,D,Yes,1989-01-03
101,house,B000318,Anthony,Charles,Beilenson,,1932-10-26,CA,D,Yes,1989-01-03
101,house,M000291,Romano,Louis,Mazzoli,,1932-11-02,KY,D,Yes,1989-01-03
101,house,M000117,Thomas,J.,Manton,,1932-11-03,NY,D,Yes,1989-01-03
101,house,P000574,Carl,Duane,Pursell,,1932-12-19,MI,R,Yes,1989-01-03
101,house,J000083,Edgar,Lanier,Jenkins,,1933-01-04,GA,D,Yes,1989-01-03
101,house,G000047,Robert,,Garcia,,1933-01-09,NY,D,Yes,1989-01-03
101,house,E000013,Joseph,Daniel,Early,,1933-01-31,MA,D,Yes,1989-01-03
101,house,T000162,Craig,,Thomas,,1933-02-17,WY,R,No,1989-01-03
101,house,D000435,Robert,Kenneth,Dornan,,1933-04-03,CA,R,Yes,1989-01-03
101,house,C000077,Ben,Nighthorse,Campbell,,1933-04-13,CO,D,Yes,1989-01-03
101,house,M000999,Sidney,Wallace,Morrison,,1933-05-13,WA,R,Yes,1989-01-03
101,house,W000570,Charles,,Wilson,,1933-06-01,TX,D,Yes,1989-01-03
101,house,Y000033,Don,E.,Young,,1933-06-09,AK,R,Yes,1989-01-03
101,house,H000776,Larry,Jones,Hopkins,,1933-10-25,KY,R,Yes,1989-01-03
101,house,A000103,William,Vollie,Alexander,Jr.,1934-01-16,AR,D,Yes,1989-01-03
101,house,P000149,Donald,M.,Payne,,1934-07-16,NJ,D,No,1989-01-03
101,house,T000326,Edolphus,,Towns,,1934-07-21,NY,D,Yes,1989-01-03
101,house,S000393,Norman,David,Shumway,,1934-07-28,CA,R,Yes,1989-01-03
101,house,D000373,Julian,C.,Dixon,,1934-08-08,CA,D,Yes,1989-01-03
101,house,O000006,James,L.,Oberstar,,1934-09-10,MN,D,Yes,1989-01-03
101,house,L000274,Jerry,,Lewis,,1934-10-21,CA,R,Yes,1989-01-03
